Date,Occasion,Section,Species,Length,Comment
5/16/2021,3,40,BHC,48,
5/16/2021,3,40,DAT,62,
5/16/2021,3,40,DAT,61,
5/16/2021,3,40,DAT,65,
5/16/2021,3,40,DAT,54,
5/16/2021,3,40,DAT,58,
5/16/2021,3,40,DAT,50,
5/16/2021,3,40,DAT,41,
5/16/2021,3,41,BHC,58,
5/16/2021,3,41,BHC,45,
5/16/2021,3,41,DAT,50,
5/16/2021,3,41,DAT,50,
5/16/2021,3,41,DAT,42,
5/16/2021,3,41,DAT,50,
5/16/2021,3,41,DAT,71,
5/16/2021,3,41,DAT,62,
5/16/2021,3,41,DAT,42,
5/16/2021,3,41,DAT,38,
5/16/2021,3,41,RBS,45,
5/16/2021,3,41,RBS,47,
5/16/2021,3,42,LMB,80,
5/16/2021,3,42,SHINER,80,
5/16/2021,3,42,DAT,45,
5/16/2021,3,42,DAT,64,
5/16/2021,3,42,DAT,68,
5/16/2021,3,42,BLG,63,
5/16/2021,3,42,RBS,45,
5/16/2021,3,42,RBS,32,
5/16/2021,3,42,RBS,41,
5/16/2021,3,42,RBS,45,
5/16/2021,3,42,GSF,58,
5/16/2021,3,43,DAT,61,
5/16/2021,3,43,DAT,61,
5/16/2021,3,43,DAT,62,
5/16/2021,3,43,DAT,50,
5/16/2021,3,43,DAT,54,
5/16/2021,3,43,GSF,50,
5/16/2021,3,43,GSF,28,
5/16/2021,3,43,BHC,59,
5/16/2021,3,43,BHC,48,
5/16/2021,3,43,RBS,50,
5/16/2021,3,43,RBS,38,
8/12/2021,4,1,BHC,57,
8/12/2021,4,1,EMF,40,
8/12/2021,4,1,GSF,74,
8/12/2021,4,1,GSF,59,
8/12/2021,4,1,GSF,59,
8/12/2021,4,1,GSF,35,
8/12/2021,4,1,DAT,61,
8/12/2021,4,1,DAT,63,
8/12/2021,4,1,DAT,64,
8/12/2021,4,1,DAT,61,
8/12/2021,4,1,DAT,55,
8/12/2021,4,1,REDHORSE,71,
8/12/2021,4,1,REDHORSE,68,
8/12/2021,4,1,REDHORSE,60,
8/12/2021,4,1,REDHORSE,57,
8/12/2021,4,1,REDHORSE,62,
8/12/2021,4,1,REDHORSE,62,
8/12/2021,4,1,CRC,54,
8/12/2021,4,1,LOACH,107,
8/12/2021,4,2,LMB,49,
8/12/2021,4,2,LMB,75,
8/12/2021,4,2,CRC,51,
8/12/2021,4,2,CRC,48,
8/12/2021,4,2,CRC,53,
8/12/2021,4,2,CRC,47,
8/12/2021,4,2,CRC,49,
8/12/2021,4,2,CRC,55,
8/12/2021,4,2,CRC,43,
8/12/2021,4,2,CRC,104,
8/12/2021,4,2,DAT,53,
8/12/2021,4,2,DAT,32,
8/12/2021,4,2,BHC,45,
8/12/2021,4,2,BHC,53,
8/12/2021,4,2,BHC,58,
8/12/2021,4,2,REDHORSE,69,
8/12/2021,4,2,REDHORSE,70,
8/12/2021,4,2,REDHORSE,53,
8/12/2021,4,2,EMF,50,
8/12/2021,4,2,BLG,34,
8/12/2021,4,2,LOACH,157,
8/12/2021,4,2,CCS,81,
8/12/2021,4,3,BHC,35,
8/12/2021,4,3,BHC,21,
8/12/2021,4,3,BHC,35,
8/12/2021,4,3,BHC,32,
8/12/2021,4,3,BHC,33,
8/12/2021,4,3,BHC,39,
8/12/2021,4,3,BHC,41,
8/12/2021,4,3,BHC,27,
8/12/2021,4,3,BHC,55,
8/12/2021,4,3,BHC,44,
8/12/2021,4,3,BHC,57,
8/12/2021,4,3,BHC,56,
8/12/2021,4,3,BHC,42,
8/12/2021,4,3,BHC,42,
8/12/2021,4,3,BHC,59,
8/12/2021,4,3,BHC,25,
8/12/2021,4,3,CRC,49,
8/12/2021,4,3,CRC,24,
8/12/2021,4,3,CRC,47,
8/12/2021,4,3,CRC,31,
8/12/2021,4,3,CRC,49,
8/12/2021,4,3,CRC,53,
8/12/2021,4,3,CRC,42,
8/12/2021,4,3,CRC,45,
8/12/2021,4,3,CRC,49,
8/12/2021,4,3,CRC,31,
8/12/2021,4,3,CRC,41,
8/12/2021,4,3,CRC,38,
8/12/2021,4,3,CRC,45,
8/12/2021,4,3,CRC,47,
8/12/2021,4,3,CRC,40,
8/12/2021,4,3,CRC,34,
8/12/2021,4,3,CRC,33,
8/12/2021,4,3,CRC,46,
8/12/2021,4,3,CRC,40,
8/12/2021,4,3,CRC,30,
8/12/2021,4,3,CRC,41,
8/12/2021,4,3,CRC,31,
8/12/2021,4,3,CRC,35,
8/12/2021,4,3,CRC,27,
8/12/2021,4,3,CRC,25,
8/12/2021,4,3,CRC,47,
8/12/2021,4,3,CRC,27,
8/12/2021,4,3,EMF,32,
8/12/2021,4,3,DAT,55,
8/12/2021,4,3,DAT,53,
8/12/2021,4,3,DAT,60,
8/12/2021,4,3,DAT,56,
8/12/2021,4,3,DAT,48,
8/12/2021,4,3,DAT,67,
8/12/2021,4,3,DAT,63,
8/12/2021,4,3,DAT,57,
8/12/2021,4,3,DAT,46,
8/12/2021,4,3,DAT,51,
8/12/2021,4,3,DAT,33,
8/12/2021,4,3,DAT,55,
8/12/2021,4,3,DAT,28,
8/12/2021,4,3,DAT,36,
8/12/2021,4,3,REDHORSE,50,
8/12/2021,4,3,RBS,57,
8/12/2021,4,3,RBS,55,
8/12/2021,4,4,STJ,158,Striped jumprock
8/12/2021,4,4,LMB,73,
8/12/2021,4,5,RBS,52,
8/12/2021,4,5,BLG,55,
8/12/2021,4,6,LMB,216,
8/12/2021,4,6,GSF,51,
8/12/2021,4,6,GSF,46,
8/12/2021,4,6,BLG,60,
8/12/2021,4,7,GSF,57,
8/12/2021,4,7,CRC,49,
8/12/2021,4,7,CRC,30,
8/12/2021,4,7,CRC,48,
8/12/2021,4,7,DAT,29,
8/12/2021,4,7,DAT,59,
8/12/2021,4,7,DAT,64,
8/12/2021,4,8,RBS,59,
8/12/2021,4,8,RBS,46,
8/12/2021,4,8,RBS,48,
8/12/2021,4,8,CRC,55,
8/12/2021,4,8,CRC,37,
8/12/2021,4,8,DAT,30,
8/12/2021,4,8,BHC,36,
8/12/2021,4,9,GSF,58,
8/12/2021,4,9,RBS,53,
8/12/2021,4,9,RBS,57,
8/12/2021,4,9,DAT,61,
8/12/2021,4,9,DAT,57,
8/12/2021,4,9,DAT,58,
8/12/2021,4,9,DAT,31,
8/12/2021,4,9,DAT,31,
8/12/2021,4,9,CRC,38,
8/12/2021,4,9,CRC,45,
8/12/2021,4,9,CRC,43,
8/12/2021,4,9,MADTOM,81,
8/12/2021,4,10,CCS,113,
8/12/2021,4,10,CCS,105,
8/12/2021,4,10,BLG,72,
8/12/2021,4,10,BLG,65,
8/12/2021,4,10,BLG,56,
8/12/2021,4,10,RBS,58,
8/12/2021,4,10,RBS,53,
8/12/2021,4,10,GSF,55,
8/12/2021,4,10,GSF,30,
8/12/2021,4,10,KF,78,
8/12/2021,4,10,MADTOM,90,
8/12/2021,4,10,CRC,38,
8/12/2021,4,10,DAT,29,
8/12/2021,4,10,DAT,27,
8/12/2021,4,11,DAT,52,
8/12/2021,4,11,DAT,56,
8/12/2021,4,11,DAT,48,
8/12/2021,4,11,DAT,30,
8/12/2021,4,11,DAT,61,
8/12/2021,4,11,DAT,55,
8/12/2021,4,11,BHC,42,
8/12/2021,4,11,BHC,51,
8/12/2021,4,11,BHC,32,
8/12/2021,4,11,BHC,22,
8/12/2021,4,11,LMB,122,
8/12/2021,4,11,DAT,52,
8/12/2021,4,11,DAT,38,
8/12/2021,4,11,DAT,35,
8/12/2021,4,12,LMB,70,
8/12/2021,4,12,RBS,57,
8/12/2021,4,12,MADTOM,102,
8/12/2021,4,12,REDHORSE,60,
8/12/2021,4,12,BLG,37,
8/12/2021,4,12,BLG,35,
8/12/2021,4,13,BLG,53,
8/12/2021,4,13,MADTOM,110,
8/12/2021,4,13,BHC,90,
8/12/2021,4,13,RBS,81,
8/12/2021,4,13,REDHORSE,67,
8/12/2021,4,13,SHINER,104,
8/12/2021,4,14,KF,77,
8/12/2021,4,14,KF,58,
8/12/2021,4,14,CRC,47,
8/12/2021,4,14,CRC,38,
8/12/2021,4,14,CRC,38,
8/12/2021,4,14,BHC,32,
8/12/2021,4,14,BHC,47,
8/12/2021,4,14,BHC,40,
8/12/2021,4,14,BHC,58,
8/12/2021,4,14,BHC,55,
8/12/2021,4,14,BHC,69,
8/12/2021,4,14,DAT,64,
8/12/2021,4,14,DAT,27,
8/12/2021,4,14,DAT,29,
8/12/2021,4,14,DAT,23,
8/12/2021,4,14,DAT,27,
8/12/2021,4,14,DAT,30,
8/12/2021,4,14,DAT,28,
8/12/2021,4,14,DAT,33,
8/12/2021,4,14,DAT,31,
8/12/2021,4,14,REDHORSE,75,
8/12/2021,4,14,REDHORSE,59,
8/12/2021,4,14,SHINER,87,
8/12/2021,4,14,LMB,45,
8/12/2021,4,14,LMB,61,
8/12/2021,4,14,GSF,34,
8/12/2021,4,14,GSF,32,
8/12/2021,4,14,RBS,48,
8/12/2021,4,14,RBS,50,
8/12/2021,4,14,RBS,57,
8/12/2021,4,14,DAT,53,
8/12/2021,4,14,DAT,63,
8/12/2021,4,14,DAT,52,
8/12/2021,4,14,DAT,51,
8/12/2021,4,15,DAT,55,
8/12/2021,4,15,DAT,57,
8/12/2021,4,15,DAT,51,
8/12/2021,4,15,DAT,33,
8/12/2021,4,15,DAT,35,
8/12/2021,4,15,DAT,37,
8/12/2021,4,15,RBS,57,
8/12/2021,4,15,MADTOM,81,
8/12/2021,4,15,BHC,58,
8/12/2021,4,15,BHC,43,
8/12/2021,4,15,BHC,50,
8/12/2021,4,15,BHC,57,
8/12/2021,4,15,BHC,42,
8/12/2021,4,15,BHC,59,
8/12/2021,4,15,BHC,47,
8/12/2021,4,15,BHC,42,
8/12/2021,4,15,BHC,37,
8/12/2021,4,15,CRC,40,
8/12/2021,4,15,CRC,38,
8/12/2021,4,15,CRC,32,
8/12/2021,4,15,RBS,49,
8/12/2021,4,15,BHC,37,
8/12/2021,4,15,BHC,39,
8/12/2021,4,15,BHC,58,
8/12/2021,4,16,GSF,50,
8/12/2021,4,16,GSF,32,
8/12/2021,4,16,DAT,46,
8/12/2021,4,16,DAT,62,
8/12/2021,4,16,DAT,65,
8/12/2021,4,16,DAT,32,
8/12/2021,4,16,DAT,31,
8/12/2021,4,16,DAT,52,
8/12/2021,4,16,DAT,41,
8/12/2021,4,16,DAT,62,
8/12/2021,4,16,BHC,43,
8/12/2021,4,16,BHC,42,
8/12/2021,4,16,BHC,30,
8/12/2021,4,16,BHC,38,
8/12/2021,4,16,LMB,63,
8/12/2021,4,16,CRC,16,
8/12/2021,4,16,CRC,42,
8/12/2021,4,16,CRC,43,
8/12/2021,4,16,CRC,42,
8/12/2021,4,16,CRC,37,
8/12/2021,4,16,DAT,39,
8/12/2021,4,16,DAT,32,
8/12/2021,4,16,DAT,23,
8/12/2021,4,17,CRC,48,
8/12/2021,4,17,CRC,50,
8/12/2021,4,17,CRC,45,
8/12/2021,4,17,CRC,47,
8/12/2021,4,17,BHC,58,
8/12/2021,4,17,DAT,29,
8/12/2021,4,17,REDHORSE,58,
8/12/2021,4,17,RBS,25,
8/12/2021,4,18,DAT,52,
8/12/2021,4,18,DAT,55,
8/12/2021,4,18,CRC,40,
8/12/2021,4,18,CRC,45,
8/12/2021,4,18,CRC,53,
8/12/2021,4,18,CRC,52,
8/12/2021,4,18,CRC,40,
8/12/2021,4,18,CRC,40,
8/12/2021,4,18,CRC,41,
8/12/2021,4,18,CRC,33,
8/12/2021,4,18,RBS,52,
8/12/2021,4,18,GSF,59,
8/12/2021,4,18,BLG,51,
8/12/2021,4,18,DAT,48,
8/12/2021,4,18,DAT,58,
8/12/2021,4,18,MADTOM,94,
8/12/2021,4,19,RBS,52,
8/12/2021,4,19,GSF,59,
8/12/2021,4,19,BLG,51,
8/12/2021,4,19,DAT,48,
8/12/2021,4,19,DAT,58,
8/12/2021,4,19,MADTOM,94,
8/12/2021,4,20,MADTOM,115,
8/12/2021,4,20,CRC,50,
8/12/2021,4,20,LMB,85,
8/12/2021,4,20,RBS,54,
8/12/2021,4,20,RBS,50,
8/12/2021,4,20,RBS,48,
8/12/2021,4,20,REDHORSE,66,
8/12/2021,4,20,REDHORSE,55,
8/12/2021,4,20,REDHORSE,64,
8/12/2021,4,20,REDHORSE,60,
8/12/2021,4,20,BHC,88,
8/12/2021,4,20,BHC,60,
8/12/2021,4,20,GSF,57,
8/12/2021,4,20,GSF,44,
8/12/2021,4,20,DAT,64,
8/12/2021,4,20,DAT,64,
8/12/2021,4,20,DAT,57,
8/12/2021,4,20,DAT,51,
8/12/2021,4,20,CCS,75,
8/12/2021,4,20,BLG,53,
8/12/2021,4,21,DAT,65,
8/12/2021,4,21,DAT,56,
8/12/2021,4,21,DAT,45,
8/12/2021,4,21,DAT,51,
8/12/2021,4,21,DAT,47,
8/12/2021,4,21,DAT,28,
8/12/2021,4,21,GSF,33,
8/12/2021,4,21,CRC,25,
8/12/2021,4,21,DAT,47,
8/12/2021,4,21,DAT,47,
8/12/2021,4,21,DAT,32,
8/12/2021,4,21,DAT,29,
8/12/2021,4,21,DAT,56,
8/12/2021,4,21,DAT,26,
8/12/2021,4,22,GSF,61,
8/12/2021,4,22,GSF,51,
8/12/2021,4,22,GSF,51,
8/12/2021,4,22,GSF,55,
8/12/2021,4,22,GSF,59,
8/12/2021,4,22,RBS,42,
8/12/2021,4,22,RBS,49,
8/12/2021,4,22,DAT,52,
8/12/2021,4,22,DAT,45,
8/12/2021,4,22,DAT,52,
8/12/2021,4,22,LMB,45,
8/12/2021,4,22,CRC,46,
8/12/2021,4,23,GSF,58,
8/12/2021,4,23,GSF,59,
8/12/2021,4,23,GSF,30,
8/12/2021,4,23,GSF,41,
8/12/2021,4,23,GSF,45,
8/12/2021,4,23,GSF,59,
8/12/2021,4,23,REDHORSE,50,
8/12/2021,4,23,REDHORSE,51,
8/12/2021,4,23,REDHORSE,48,
8/12/2021,4,23,BHC,59,
8/12/2021,4,23,RBS,48,
8/12/2021,4,23,DAT,53,
8/12/2021,4,24,CRC,103,
8/12/2021,4,24,CRC,48,
8/12/2021,4,24,CRC,55,
8/12/2021,4,24,BHC,57,
8/12/2021,4,24,BHC,50,
8/12/2021,4,24,BHC,54,
8/12/2021,4,24,DAT,50,
8/12/2021,4,24,DAT,70,
8/12/2021,4,24,DAT,45,
8/12/2021,4,24,REDHORSE,58,
8/12/2021,4,24,CRC,52,
8/12/2021,4,24,CRC,59,
8/12/2021,4,24,CRC,43,
8/12/2021,4,24,CRC,37,
8/12/2021,4,24,CRC,35,
8/12/2021,4,24,CRC,59,
8/12/2021,4,24,GSF,57,
8/12/2021,4,24,GSF,59,
8/12/2021,4,24,LMB,55,
8/12/2021,4,24,RBS,48,
8/12/2021,4,24,RBS,53,
8/12/2021,4,25,LMB,42,
8/12/2021,4,25,CRC,35,
8/12/2021,4,25,CRC,30,
8/12/2021,4,25,CRC,43,
8/12/2021,4,25,CRC,36,
8/12/2021,4,25,CRC,41,
8/12/2021,4,25,CRC,40,
8/12/2021,4,25,DAT,32,
8/12/2021,4,25,DAT,30,
8/12/2021,4,25,DAT,29,
8/12/2021,4,25,BHC,24,
8/12/2021,4,26,RBS,50,
8/12/2021,4,26,BHC,61,
8/12/2021,4,26,BHC,36,
8/12/2021,4,26,BHC,55,
8/12/2021,4,26,DAT,52,
8/12/2021,4,26,DAT,31,
8/12/2021,4,26,DAT,49,
8/12/2021,4,26,DAT,60,
8/12/2021,4,26,DAT,51,
8/12/2021,4,26,DAT,33,
8/12/2021,4,26,GSF,52,
8/12/2021,4,26,CRC,42,
8/12/2021,4,26,CRC,38,
8/12/2021,4,26,CRC,46,
8/12/2021,4,26,CRC,44,
8/12/2021,4,26,CRC,48,
8/12/2021,4,26,CRC,40,
8/12/2021,4,27,DAT,62,
8/12/2021,4,27,DAT,52,
8/12/2021,4,27,DAT,58,
8/12/2021,4,27,DAT,48,
8/12/2021,4,27,CRC,40,
8/12/2021,4,27,CRC,43,
8/12/2021,4,27,BHC,35,
8/12/2021,4,27,BHC,27,
8/12/2021,4,27,GSF,51,
8/12/2021,4,28,DAT,50,
8/12/2021,4,28,BHC,36,
8/12/2021,4,28,CRC,50,
8/12/2021,4,28,CRC,42,
8/12/2021,4,29,CRC,44,
8/12/2021,4,29,CRC,47,
8/12/2021,4,29,CRC,46,
8/12/2021,4,29,CRC,42,
8/12/2021,4,29,CRC,35,
8/12/2021,4,29,CRC,37,
8/12/2021,4,29,CRC,38,
8/12/2021,4,29,MADTOM,124,
8/12/2021,4,29,MADTOM,80,
8/12/2021,4,29,MADTOM,73,
8/12/2021,4,29,MADTOM,107,
8/12/2021,4,29,DAT,26,
8/12/2021,4,29,DAT,52,
8/12/2021,4,29,CRC,42,
8/12/2021,4,30,RBS,57,
8/12/2021,4,30,RBS,50,
8/12/2021,4,30,DAT,50,
8/12/2021,4,30,BHC,52,
8/12/2021,4,30,BHC,56,
8/12/2021,4,30,CRC,51,
8/12/2021,4,30,CRC,49,
8/12/2021,4,30,CRC,93,
8/12/2021,4,30,MADTOM,71,
8/12/2021,4,30,MADTOM,110,
8/12/2021,4,30,MADTOM,99,
8/12/2021,4,30,MADTOM,75,
8/12/2021,4,30,MADTOM,77,
8/12/2021,4,30,GSF,47,
8/12/2021,4,31,GSF,59,
8/12/2021,4,31,GSF,59,
8/12/2021,4,31,GSF,55,
8/12/2021,4,31,GSF,55,
8/12/2021,4,31,RBS,56,
8/12/2021,4,31,RBS,44,
8/12/2021,4,31,REDHORSE,57,
8/12/2021,4,32,BHC,40,
8/12/2021,4,32,GSF,58,
8/12/2021,4,32,GSF,47,
8/12/2021,4,32,GSF,51,
8/12/2021,4,32,GSF,34,
8/12/2021,4,32,CRC,50,
8/12/2021,4,32,CRC,43,
8/12/2021,4,32,DAT,56,
8/12/2021,4,32,DAT,65,
8/12/2021,4,32,LMB,53,
8/12/2021,4,32,BLG,58,
8/12/2021,4,32,REDHORSE,49,
8/12/2021,4,33,CRC,40,
8/12/2021,4,33,CRC,35,
8/12/2021,4,33,DAT,52,
8/12/2021,4,33,BHC,37,
8/12/2021,4,34,BLG,49,
8/12/2021,4,34,GSF,52,
8/12/2021,4,34,BHC,59,
8/12/2021,4,34,BHC,48,
8/12/2021,4,34,RBS,52,
8/12/2021,4,34,LMB,62,
8/12/2021,4,34,CRC,43,
8/12/2021,4,34,DAT,47,
8/12/2021,4,34,DAT,23,
8/12/2021,4,34,DAT,58,
8/12/2021,4,35,BLG,50,
8/12/2021,4,35,BLG,51,
8/12/2021,4,35,BLG,50,
8/12/2021,4,35,RBS,56,
8/12/2021,4,35,RBS,51,
8/12/2021,4,35,RBS,43,
8/12/2021,4,35,RBS,52,
8/12/2021,4,35,RBS,86,
8/12/2021,4,35,REDHORSE,65,
8/12/2021,4,35,REDHORSE,62,
8/12/2021,4,35,REDHORSE,65,
8/12/2021,4,35,REDHORSE,71,
8/12/2021,4,35,CRC,50,
8/12/2021,4,35,CRC,55,
8/12/2021,4,35,CRC,48,
8/12/2021,4,35,GSF,50,
8/12/2021,4,35,GSF,52,
8/12/2021,4,35,GSF,54,
8/12/2021,4,35,GSF,60,
8/12/2021,4,35,LMB,57,
8/12/2021,4,35,LOACH,125,
8/12/2021,4,36,CRC,47,
8/12/2021,4,36,CRC,46,
8/12/2021,4,36,CRC,35,
8/12/2021,4,36,CRC,35,
8/12/2021,4,36,RBS,45,
8/12/2021,4,36,BLG,50,
8/12/2021,4,36,DAT,42,
8/12/2021,4,37,RBS,54,
8/12/2021,4,37,RBS,49,
8/12/2021,4,37,RBS,46,
8/12/2021,4,37,REDHORSE,69,
8/12/2021,4,37,REDHORSE,50,
8/12/2021,4,37,BHC,57,
8/12/2021,4,37,BHC,106,
8/12/2021,4,37,GSF,58,
8/12/2021,4,37,DAT,67,
8/12/2021,4,37,DAT,54,
8/12/2021,4,38,DAT,48,
8/12/2021,4,38,DAT,26,
8/12/2021,4,38,MADTOM,77,
8/12/2021,4,38,BHC,38,
8/12/2021,4,38,BHC,49,
8/12/2021,4,38,CRC,41,
8/12/2021,4,38,CRC,35,
8/12/2021,4,39,CRC,37,
8/12/2021,4,39,CRC,56,
8/12/2021,4,39,CRC,43,
8/12/2021,4,39,CRC,36,
8/12/2021,4,39,REDHORSE,49,
8/12/2021,4,39,REDHORSE,52,
8/12/2021,4,39,GSF,55,
8/12/2021,4,39,GSF,34,
8/12/2021,4,39,RBS,53,
8/12/2021,4,39,DAT,54,
8/12/2021,4,39,DAT,63,
8/12/2021,4,39,DAT,55,
8/12/2021,4,39,DAT,58,
8/12/2021,4,39,DAT,60,
8/12/2021,4,39,DAT,45,
8/12/2021,4,39,DAT,65,
8/12/2021,4,39,LMB,50,
8/12/2021,4,39,BHC,50,
8/12/2021,4,39,BHC,35,
8/12/2021,4,39,BHC,56,
8/12/2021,4,40,CRC,46,
8/12/2021,4,40,CRC,51,
8/12/2021,4,40,CRC,44,
8/12/2021,4,40,CRC,42,
8/12/2021,4,40,BHC,43,
8/12/2021,4,40,BHC,38,
8/12/2021,4,40,BHC,27,
8/12/2021,4,40,DAT,45,
8/12/2021,4,40,DAT,44,
8/12/2021,4,40,DAT,47,
8/12/2021,4,41,LMB,62,
8/12/2021,4,41,DAT,46,
8/12/2021,4,41,DAT,60,
8/12/2021,4,41,DAT,65,
8/12/2021,4,41,BHC,47,
8/12/2021,4,41,CRC,45,
8/12/2021,4,41,MADTOM,100,
8/12/2021,4,41,REDHORSE,57,
8/12/2021,4,42,GSF,43,
8/12/2021,4,42,RBS,58,
8/12/2021,4,42,RBS,49,
8/12/2021,4,42,RBS,40,
8/12/2021,4,42,MADTOM,90,
8/12/2021,4,42,DAT,53,
8/12/2021,4,42,DAT,64,
8/12/2021,4,42,DAT,50,
8/12/2021,4,42,DAT,63,
8/12/2021,4,42,DAT,63,
8/12/2021,4,42,CRC,65,
8/12/2021,4,43,DAT,47,
8/12/2021,4,43,DAT,32,
8/12/2021,4,43,DAT,54,
8/12/2021,4,43,DAT,28,
8/12/2021,4,43,DAT,45,
8/12/2021,4,43,DAT,35,
8/12/2021,4,43,DAT,60,
8/12/2021,4,43,DAT,53,
8/12/2021,4,43,BHC,57,
8/12/2021,4,43,BHC,38,
8/12/2021,4,43,BHC,45,
8/12/2021,4,43,CRC,40,
8/12/2021,4,43,RBS,47,
8/12/2021,4,43,BHC,68,
11/13/2021,5,1,BHC,87,
11/13/2021,5,1,BHC,47,
11/13/2021,5,1,DAT,55,
11/13/2021,5,1,DAT,40,
11/13/2021,5,1,DAT,37,
11/13/2021,5,1,DAT,45,
11/13/2021,5,1,DAT,42,
11/13/2021,5,1,DAT,37,
11/13/2021,5,1,DAT,42,
11/13/2021,5,1,GSF,59,
11/13/2021,5,2,CRC,59,
11/13/2021,5,2,CRC,73,injured
11/13/2021,5,2,CRC,72,injured
11/13/2021,5,2,CRC,60,
11/13/2021,5,2,CRC,59,
11/13/2021,5,2,CRC,58,
11/13/2021,5,2,CRC,60,
11/13/2021,5,2,CRC,55,
11/13/2021,5,2,RBS,55,
11/13/2021,5,2,RBS,52,
11/13/2021,5,2,LMB,91,
11/13/2021,5,2,BHC,55,
11/13/2021,5,2,DAT,41,
11/13/2021,5,2,DAT,52,
11/13/2021,5,2,DAT,47,
11/13/2021,5,2,DAT,31,
11/13/2021,5,2,LOACH,92,
11/13/2021,5,3,CRC,61,
11/13/2021,5,3,CRC,57,
11/13/2021,5,3,CRC,50,
11/13/2021,5,3,CRC,52,
11/13/2021,5,3,BHC,45,
11/13/2021,5,3,BHC,42,
11/13/2021,5,3,BHC,42,
11/13/2021,5,3,BHC,47,
11/13/2021,5,3,BHC,52,
11/13/2021,5,3,DAT,35,
11/13/2021,5,3,DAT,35,
11/13/2021,5,3,DAT,37,
11/13/2021,5,3,DAT,42,
11/13/2021,5,4,LMB,233,
11/13/2021,5,4,DAT,35,
11/13/2021,5,5,GSF,57,
11/13/2021,5,5,RBS,45,
11/13/2021,5,5,KF,81,
11/13/2021,5,6,NA,NA,NO FISH
11/13/2021,5,7,BHC,55,
11/13/2021,5,7,BHC,50,
11/13/2021,5,7,DAT,46,
11/13/2021,5,7,MADTOM,36,
11/13/2021,5,8,DAT,32,
11/13/2021,5,8,DAT,35,
11/13/2021,5,9,BHC,32,
11/13/2021,5,9,DAT,64,
11/13/2021,5,10,RBS,58,
11/13/2021,5,10,RBS,61,
11/13/2021,5,10,RBS,58,
11/13/2021,5,10,GSF,51,
11/13/2021,5,10,DACE,90,rosyside dace
11/13/2021,5,10,MADTOM,112,
11/13/2021,5,10,MADTOM,120,
11/13/2021,5,10,DAT,61,
11/13/2021,5,10,DAT,55,
11/13/2021,5,11,DAT,36,
11/13/2021,5,11,DAT,64,
11/13/2021,5,11,DAT,68,
11/13/2021,5,11,DAT,40,
11/13/2021,5,11,MADTOM,100,
11/13/2021,5,12,GSF,41,
11/13/2021,5,12,RBS,53,
11/13/2021,5,13,LMB,75,
11/13/2021,5,13,DACE,91,rosyside dace
11/13/2021,5,14,BHC,53,
11/13/2021,5,14,BHC,52,
11/13/2021,5,14,BHC,51,
11/13/2021,5,14,BHC,57,
11/13/2021,5,14,DAT,43,
11/13/2021,5,14,DAT,62,
11/13/2021,5,14,DAT,64,
11/13/2021,5,14,DAT,40,
11/13/2021,5,14,DAT,47,
11/13/2021,5,14,DAT,58,
11/13/2021,5,14,DAT,37,
11/13/2021,5,14,DAT,68,
11/13/2021,5,15,CRC,58,
11/13/2021,5,15,CRC,59,
11/13/2021,5,15,GSF,45,
11/13/2021,5,15,DAT,53,
11/13/2021,5,15,DAT,41,
11/13/2021,5,15,DAT,45,
11/13/2021,5,15,DAT,53,
11/13/2021,5,15,DAT,45,
11/13/2021,5,15,DAT,52,
11/13/2021,5,15,DAT,40,
11/13/2021,5,15,LMB,66,
11/13/2021,5,16,CRC,57,
11/13/2021,5,16,CRC,58,
11/13/2021,5,16,DAT,68,
11/13/2021,5,16,DAT,70,
11/13/2021,5,16,DAT,60,
11/13/2021,5,16,DAT,60,
11/13/2021,5,16,DAT,41,
11/13/2021,5,16,DAT,38,
11/13/2021,5,17,CRC,52,
11/13/2021,5,17,CRC,51,
11/13/2021,5,17,BHC,42,
11/13/2021,5,17,DAT,48,
11/13/2021,5,17,DAT,60,
11/13/2021,5,17,DAT,68,
11/13/2021,5,17,DAT,52,
11/13/2021,5,17,DAT,60,
11/13/2021,5,17,DAT,33,
11/13/2021,5,17,DAT,56,
11/13/2021,5,17,DAT,40,
11/13/2021,5,17,DAT,41,
11/13/2021,5,18,DAT,48,
11/13/2021,5,18,DAT,66,
11/13/2021,5,18,DAT,62,
11/13/2021,5,19,GSF,48,
11/13/2021,5,19,CRC,52,
11/13/2021,5,20,CRC,55,
11/13/2021,5,20,CRC,57,
11/13/2021,5,20,BHC,67,
11/13/2021,5,20,CCS,80,creekchub sucker
11/13/2021,5,20,DAT,54,
11/13/2021,5,20,DAT,67,
11/13/2021,5,20,RBS,48,
11/13/2021,5,20,STJ,75,
11/14/2021,5,21,DAT,39,
11/14/2021,5,21,DAT,50,
11/14/2021,5,21,DAT,39,
11/14/2021,5,21,DAT,72,
11/14/2021,5,21,DAT,35,
11/14/2021,5,21,DAT,32,
11/14/2021,5,21,DAT,28,
11/14/2021,5,21,GSF,37,
11/14/2021,5,21,BHC,55,
11/14/2021,5,21,BHC,46,
11/14/2021,5,21,CRC,47,
11/14/2021,5,22,RBS,55,
11/14/2021,5,22,RBS,56,
11/14/2021,5,22,RBS,50,
11/14/2021,5,22,CRC,59,
11/14/2021,5,22,BHC,58,
11/14/2021,5,22,DAT,41,
11/14/2021,5,22,DAT,64,
11/14/2021,5,22,DAT,65,
11/14/2021,5,22,DAT,56,
