Occasion,Date,Time,Tag_ID,Tag_ID2,Site,Species,Section,Length,Weight,Recap,Mortality,Fin_clip,Fin_recap,Vial_#,error_corrected,Comments,SIA?
13,11/11/2023,12:54:31.044,900.226001341370,ID900.226001341370,NorthCampus_CMR,striped_jumprock,20,138,23.0,y,n,y,n,480,NA,,y
13,11/11/2023,12:56:18.432,900.226001697686,ID900.226001697686,NorthCampus_CMR,creek_chub,20,96,9.5,n,n,y,n,481,NA,,
13,11/11/2023,11:44:09.905,900.226001376699,ID900.226001376699,NorthCampus_CMR,creek_chub,12,95,9.3,n,n,y,n,482,NA,,
13,11/11/2023,11:48:00.258,900.226001376645,ID900.226001376645,NorthCampus_CMR,green_sunfish,12,131,39.0,n,n,y,n,484,NA,,y
13,11/12/2023,11:19:42.021,900.226001697645,ID900.226001697645,NorthCampus_CMR,creek_chub,43,85,6.5,n,n,y,n,485,NA,,
13,11/12/2023,11:17:37.170,900.226001697799,ID900.226001697799,NorthCampus_CMR,creek_chub,42,91,7.4,n,n,y,n,486,NA,,
13,11/11/2023,11:27:32.411,900.226001698068,ID900.226001698068,NorthCampus_CMR,striped_jumprock,10,112,14.0,n,n,y,n,487,NA,,y
13,11/12/2023,10:00:13.723,900.226001697796,ID900.226001697796,NorthCampus_CMR,creek_chub,32,91,7.2,n,n,y,n,488,NA,,
12,9/8/2023,15:07:54.835,900.226001698037,ID900.226001698037,NorthCampus_CMR,creek_chub,14,90,7.7,n,n,y,n,48a,NA,,
13,11/11/2023,11:46:44.229,900.226001698044,ID900.226001698044,NorthCampus_CMR,creek_chub,12,90,7.2,n,n,y,n,490,NA,,
13,11/12/2023,10:14:56.073,900.226001697719,ID900.226001697719,NorthCampus_CMR,bluegill,35,92,11.3,n,n,y,n,492,NA,,
13,11/11/2023,12:53:02.440,900.226001376605,ID900.226001376605,NorthCampus_CMR,bluehead_chub,20,81,6.3,y,n,y,n,494,NA,,y
13,11/11/2023,11:52:11.987,900.226001376653,ID900.226001376653,NorthCampus_CMR,creek_chub,13,83,6.1,y,n,y,n,495,NA,,y
13,11/12/2023,11:10:35.372,900.226001697688,ID900.226001697688,NorthCampus_CMR,bluehead_chub,42,110,15.4,y,n,y,n,496,NA,,
13,11/11/2023,12:05:42.022,900.226001697678,ID900.226001697678,NorthCampus_CMR,bluehead_chub,15,97,10.6,n,n,y,n,497,NA,,
13,11/12/2023,09:47:12.641,900.226001698089,ID900.226001698089,NorthCampus_CMR,creek_chub,32,80,5.4,y,n,y,n,498,NA,,y
13,11/11/2023,13:23:10.966,900.226001697759,ID900.226001697759,NorthCampus_CMR,creek_chub,26,75,4.3,n,n,y,n,499,NA,,
12,9/8/2023,15:40:37.712,900.226001697693,ID900.226001697693,NorthCampus_CMR,creek_chub,20,100,10.7,y,n,y,n,49a,NA,,y
12,9/8/2023,14:15:16.014,900.226001376607,ID900.226001376607,NorthCampus_CMR,creek_chub,9,85,6,n,n,y,n,4a,NA,,
13,11/12/2023,09:55:38.749,900.226001697769,ID900.226001697769,NorthCampus_CMR,creek_chub,32,84,5.6,n,n,y,n,500,NA,,
13,11/11/2023,12:00:56.803,900.226001697667,ID900.226001697667,NorthCampus_CMR,bluehead_chub,13,89,7.5,n,n,y,n,501,NA,,
13,11/12/2023,10:21:07.229,900.226001697761,ID900.226001697761,NorthCampus_CMR,green_sunfish,35,87,10.7,n,n,y,n,502,NA,,y
13,11/12/2023,10:04:22.678,900.226001376583,ID900.226001376583,NorthCampus_CMR,bluehead_chub,33,85,6.3,y,n,y,n,503,NA,,
13,11/11/2023,13:41:40.277,900.226001697781,ID900.226001697781,NorthCampus_CMR,creek_chub,30,87,6.7,n,n,y,n,504,NA,,
13,11/11/2023,11:25:23.131,900.226001376664,ID900.226001376664,NorthCampus_CMR,bluegill,10,102,16.9,n,n,y,n,505,NA,,y
13,11/11/2023,11:52:54.002,900.226001376635,ID900.226001376635,NorthCampus_CMR,redbreast_sunfish,13,122,29.2,n,n,y,n,506,NA,,y
13,11/11/2023,11:07:48.631,900.226001376684,ID900.226001376684,NorthCampus_CMR,creek_chub,9,62,2.3,n,n,y,n,507,NA,,
13,11/11/2023,10:49:26.056,900.226001376667,ID900.226001376667,NorthCampus_CMR,creek_chub,6,95,8.2,n,n,y,n,508,NA,,
12,9/8/2023,15:50:52.294,900.226001376613,ID900.226001376613,NorthCampus_CMR,creek_chub,20,100,10.2,n,n,y,n,50a,NA,,
13,11/11/2023,11:50:04.648,900.226001341384,ID900.226001341384,NorthCampus_CMR,creek_chub,13,119,19.3,y,n,y,n,510,NA,,y
13,11/11/2023,12:11:37.919,900.226001697652,ID900.226001697652,NorthCampus_CMR,bluehead_chub,15,65,3.0,n,n,y,n,511,NA,,
13,11/12/2023,09:59:03.263,900.226001697729,ID900.226001697729,NorthCampus_CMR,creek_chub,32,100,10.3,n,n,y,n,512,NA,,
13,11/11/2023,10:02:55.821,900.226001376579,ID900.226001376579,NorthCampus_CMR,bluehead_chub,2,90,6.9,n,n,y,n,513,NA,,
13,11/12/2023,09:48:13.859,900.226001376511,ID900.226001376511,NorthCampus_CMR,creek_chub,32,99,9.9,y,n,y,n,514,NA,,y
13,11/12/2023,10:34:03.652,900.226001697612,ID900.226001697612,NorthCampus_CMR,creek_chub,36,96,9.1,n,n,y,n,515,NA,,
13,11/11/2023,11:05:50.960,900.226001376569,ID900.226001376569,NorthCampus_CMR,creek_chub,9,100,10.4,n,n,y,n,516,NA,,
13,11/11/2023,11:23:08.357,900.226001376665,ID900.226001376665,NorthCampus_CMR,creek_chub,10,62,2.5,n,n,y,n,517,NA,,
13,11/12/2023,09:36:55.088,900.226001697747,ID900.226001697747,NorthCampus_CMR,creek_chub,31,80,4.7,n,n,y,n,518,NA,scar,
13,11/11/2023,13:24:08.234,900.226001697715,ID900.226001697715,NorthCampus_CMR,creek_chub,26,89,7.9,n,n,y,n,519,NA,,
12,9/9/2023,09:02:26.869,900.226001376544,ID900.226001376544,NorthCampus_CMR,creek_chub,31,95,8.7,n,n,y,n,51a,NA,scar,
13,11/12/2023,10:58:26.126,900.226001697778,ID900.226001697778,NorthCampus_CMR,creek_chub,39,66,2.7,n,n,y,n,520,NA,,
13,11/11/2023,13:16:57.629,900.226001697786,ID900.226001697786,NorthCampus_CMR,creek_chub,25,65,3.0,n,n,y,n,521,NA,likely wrong vial_#,
13,11/12/2023,10:57:28.512,900.226001697738,ID900.226001697738,NorthCampus_CMR,creek_chub,39,64,2.7,n,n,y,n,521,NA,likely wrong vial_#,
13,11/11/2023,11:55:59.274,900.226001698049,ID900.226001698049,NorthCampus_CMR,creek_chub,13,113,16.0,n,n,y,n,522,NA,,
13,11/12/2023,11:11:43.596,900.226001697631,ID900.226001697631,NorthCampus_CMR,creek_chub,42,112,14.0,y,n,y,n,523,NA,,y
13,11/12/2023,10:23:35.565,900.226001697709,ID900.226001697709,NorthCampus_CMR,bluehead_chub,35,81,5.9,n,n,y,n,524,NA,,
13,11/12/2023,09:54:22.373,900.226001697785,ID900.226001697785,NorthCampus_CMR,striped_jumprock,32,81,5.3,n,n,y,n,525,NA,,y
13,11/11/2023,10:04:37.462,900.226001376554,ID900.226001376554,NorthCampus_CMR,creek_chub,2,90,7.4,n,n,y,n,526,NA,,
13,11/11/2023,12:57:16.053,900.226001697696,ID900.226001697696,NorthCampus_CMR,creek_chub,20,98,10.1,n,n,y,n,527,NA,,
13,11/11/2023,13:03:44.109,900.226001697621,ID900.226001697621,NorthCampus_CMR,creek_chub,23,119,21.1,n,n,y,n,528,NA,,
13,11/11/2023,10:08:07.439,900.226001376590,ID900.226001376590,NorthCampus_CMR,creek_chub,2,98,9.5,n,n,y,n,529,NA,,
12,9/8/2023,16:14:00.518,900.226001376612,ID900.226001376612,NorthCampus_CMR,creek_chub,24,103,10.7,n,n,y,n,52a,NA,,
11,5/12/2023,11:08:52.469,900.226001697677,ID900.226001697677,NorthCampus_CMR,creek_chub,39,70,4.4,n,n,y,n,53,NA,,
13,11/11/2023,13:38:20.619,900.226001697793,ID900.226001697793,NorthCampus_CMR,creek_chub,30,68,3.2,n,n,y,n,530,NA,,
13,11/11/2023,10:59:44.849,900.226001697124,ID900.226001697124,NorthCampus_CMR,bluehead_chub,9,100,11.6,y,n,y,n,531,NA,,y
13,11/11/2023,10:48:11.446,900.226001698013,ID900.226001698013,NorthCampus_CMR,bluehead_chub,6,89,8.0,n,n,y,n,532,NA,,
13,11/12/2023,10:12:42.165,900.226001697673,ID900.226001697673,NorthCampus_CMR,bluegill,35,83,8.5,y,n,y,n,533,NA,,y
13,11/11/2023,12:53:53.187,900.226001697693,ID900.226001697693,NorthCampus_CMR,creek_chub,20,105,12.0,y,n,y,n,534,NA,,y
13,11/12/2023,10:37:47.659,900.226001376599,ID900.226001376599,NorthCampus_CMR,creek_chub,37,90,8.2,y,n,y,n,535,NA,,y
13,11/12/2023,10:13:28.171,900.226001697773,ID900.226001697773,NorthCampus_CMR,redbreast_sunfish,35,143,45.9,n,n,y,n,536,NA,,y
13,11/11/2023,11:09:13.238,900.226001376688,ID900.226001376688,NorthCampus_CMR,creek_chub,9,64,2.3,n,n,y,n,537,NA,,
13,11/11/2023,12:04:05.984,900.226001376611,ID900.226001376611,NorthCampus_CMR,bluehead_chub,15,74,4.3,y,n,y,n,538,NA,,y
13,11/11/2023,12:12:53.681,900.226001697659,ID900.226001697659,NorthCampus_CMR,creek_chub,15,60,2.2,n,n,y,n,539,NA,,
12,9/8/2023,16:13:06.905,900.226001698043,ID900.226001698043,NorthCampus_CMR,creek_chub,24,105,12.1,n,n,y,n,53a,NA,,
13,11/12/2023,09:57:21.390,900.226001697748,ID900.226001697748,NorthCampus_CMR,creek_chub,32,90,7.8,n,n,y,n,540,NA,,
13,11/12/2023,10:01:53.309,900.226001697783,ID900.226001697783,NorthCampus_CMR,creek_chub,32,85,5.9,n,n,y,n,542,NA,scar,
13,11/11/2023,11:45:20.667,900.226001376593,ID900.226001376593,NorthCampus_CMR,creek_chub,12,143,28.0,n,n,y,n,543,NA,,
13,11/11/2023,12:20:20.755,900.226001697632,ID900.226001697632,NorthCampus_CMR,creek_chub,17,65,3.0,n,n,y,n,544,NA,,
13,11/12/2023,10:34:49.885,900.226001697771,ID900.226001697771,NorthCampus_CMR,creek_chub,36,82,5.6,n,n,y,n,545,NA,scar,
13,11/12/2023,11:11:14.356,900.226001341325,ID900.226001341325,NorthCampus_CMR,bluehead_chub,42,78,5.7,y,n,y,n,547,NA,,y
13,11/11/2023,11:51:37.129,900.226001376698,ID900.226001376698,NorthCampus_CMR,creek_chub,13,117,17.8,y,n,y,n,548,NA,,y
13,11/11/2023,13:00:24.452,900.226001697633,ID900.226001697633,NorthCampus_CMR,creek_chub,20,103,10.8,n,n,y,n,549,NA,scar,
12,9/8/2023,15:06:24.757,900.226001698079,ID900.226001698079,NorthCampus_CMR,bluehead_chub,14,72,3.8,n,n,y,n,54a,NA,,
13,11/11/2023,12:07:08.565,900.226001697658,ID900.226001697658,NorthCampus_CMR,bluehead_chub,15,75,4.6,n,n,y,n,550,NA,,
13,11/11/2023,10:55:32.705,900.226001698065,ID900.226001698065,NorthCampus_CMR,creek_chub,7,82,5.6,n,n,y,n,551,NA,,
13,11/11/2023,13:21:17.468,900.226001697724,ID900.226001697724,NorthCampus_CMR,creek_chub,26,73,4.1,n,n,y,n,554,NA,,
13,11/12/2023,09:38:33.222,900.226001697777,ID900.226001697777,NorthCampus_CMR,creek_chub,31,65,2.9,n,n,y,n,555,NA,,
13,11/12/2023,11:15:26.573,900.226001697765,ID900.226001697765,NorthCampus_CMR,bluegill,42,106,18.3,n,n,y,n,556,NA,,
13,11/11/2023,10:20:58.824,900.226001376562,ID900.226001376562,NorthCampus_CMR,creek_chub,4,157,39.9,n,n,y,n,558,NA,,
13,11/11/2023,11:40:27.096,900.226001376647,ID900.226001376647,NorthCampus_CMR,bluehead_chub,12,130,24.9,n,n,y,n,559,NA,likely wrong vial_#,
13,11/12/2023,10:41:21.803,900.226001697736,ID900.226001697736,NorthCampus_CMR,bluehead_chub,37,102,12.0,n,n,y,n,559,NA,likely wrong vial_#,
12,9/8/2023,16:14:58.527,900.226001698042,ID900.226001698042,NorthCampus_CMR,creek_chub,24,80,5.3,n,n,y,n,55a,NA,,
11,5/12/2023,11:09:39.700,900.226001697620,ID900.226001697620,NorthCampus_CMR,creek_chub,39,74,4.5,n,n,y,n,56,NA,,
13,11/11/2023,12:02:09.347,900.226001376694,ID900.226001376694,NorthCampus_CMR,striped_jumprock,14,128,20.2,y,n,y,n,561,NA,,y
13,11/12/2023,10:31:07.832,900.226001697797,ID900.226001697797,NorthCampus_CMR,bluegill,36,115,22.9,n,n,y,n,562,NA,,y
13,11/11/2023,11:37:59.725,900.226001341340,ID900.226001341340,NorthCampus_CMR,striped_jumprock,12,145,29.7,y,n,y,n,564,NA,,y
13,11/11/2023,13:32:01.053,900.226001697752,ID900.226001697752,NorthCampus_CMR,creek_chub,29,70,3.5,n,n,y,n,565,NA,,
13,11/11/2023,10:38:24.706,900.226001376620,ID900.226001376620,NorthCampus_CMR,creek_chub,6,120,18.2,n,n,y,n,567,NA,,
13,11/11/2023,11:38:49.382,900.226001697165,ID900.226001697165,NorthCampus_CMR,creek_chub,12,120,19.9,y,n,y,n,569,NA,,y
12,9/8/2023,15:51:29.875,900.226001698015,ID900.226001698015,NorthCampus_CMR,creek_chub,20,105,12.9,n,n,y,n,56a,NA,,
11,5/12/2023,11:29:31.512,900.226001697601,ID900.226001697601,NorthCampus_CMR,creek_chub,42,64,3.2,n,n,y,n,57,NA,,
13,11/12/2023,10:56:27.601,900.226001697768,ID900.226001697768,NorthCampus_CMR,creek_chub,39,66,2.9,n,n,y,n,570,NA,,
13,11/11/2023,10:39:36.121,900.226001698024,ID900.226001698024,NorthCampus_CMR,creek_chub,6,123,18.9,n,n,y,n,571,NA,,
13,11/11/2023,10:37:13.660,900.226001698082,ID900.226001698082,NorthCampus_CMR,bluegill,6,130,34.1,n,n,y,n,572,NA,,y
13,11/11/2023,09:46:04.705,900.226001341336,ID900.226001341336,NorthCampus_CMR,creek_chub,2,62,2.7,n,n,y,n,573,NA,,
13,11/11/2023,10:36:01.331,900.226001376637,ID900.226001376637,NorthCampus_CMR,striped_jumprock,6,103,9.9,y,n,y,n,574,NA,,
13,11/11/2023,10:05:33.804,900.226001376505,ID900.226001376505,NorthCampus_CMR,creek_chub,2,114,14.4,n,n,y,n,575,NA,,
13,11/11/2023,10:06:45.941,900.226001376515,ID900.226001376515,NorthCampus_CMR,bluehead_chub,2,98,9.6,n,n,y,n,576,NA,,
13,11/11/2023,09:42:29.773,900.226001376662,ID900.226001376662,NorthCampus_CMR,creek_chub,2,163,42.2,y,n,y,n,577,y,AL 1/20/24- corrected length from 60 to 162,
13,11/11/2023,09:55:47.509,900.226001376550,ID900.226001376550,NorthCampus_CMR,creek_chub,2,91,7.3,n,n,y,n,578,NA,,
13,11/11/2023,10:30:14.129,900.226001698077,ID900.226001698077,NorthCampus_CMR,creek_chub,5,98,9.2,n,n,y,n,579,NA,,
12,9/8/2023,15:48:22.524,900.226001698023,ID900.226001698023,NorthCampus_CMR,creek_chub,20,95,9.1,n,n,y,n,57a,NA,,
13,11/11/2023,09:59:29.202,900.226001376597,ID900.226001376597,NorthCampus_CMR,creek_chub,2,109,12.1,n,n,y,n,580,NA,,
13,11/11/2023,13:36:55.430,900.226001697717,ID900.226001697717,NorthCampus_CMR,creek_chub,30,117,16.2,n,n,y,n,581,NA,scar,
13,11/12/2023,10:30:25.447,900.226001376525,ID900.226001376525,NorthCampus_CMR,creek_chub,36,87,7.4,y,n,y,n,582,NA,,
13,11/11/2023,11:37:01.081,900.226001697197,ID900.226001697197,NorthCampus_CMR,striped_jumprock,12,138,28.9,y,n,y,n,583,NA,,y
13,11/11/2023,10:44:43.178,900.226001376680,ID900.226001376680,NorthCampus_CMR,creek_chub,6,92,7.2,n,n,y,n,584,NA,,
13,11/12/2023,10:19:20.147,900.226001697787,ID900.226001697787,NorthCampus_CMR,green_sunfish,35,66,5.1,n,n,y,n,585,NA,,y
13,11/12/2023,11:14:42.615,900.226001697701,ID900.226001697701,NorthCampus_CMR,creek_chub,42,93,9.9,n,n,y,n,586,NA,scar,
13,11/11/2023,12:59:33.344,900.226001697643,ID900.226001697643,NorthCampus_CMR,green_sunfish,20,110,23.9,n,n,y,n,587,NA,,y
13,11/12/2023,10:40:11.620,900.226001697697,ID900.226001697697,NorthCampus_CMR,bluehead_chub,37,70,4.0,n,n,y,n,588,NA,,
13,11/11/2023,09:49:17.606,900.226001376573,ID900.226001376573,NorthCampus_CMR,striped_jumprock,2,109,13.4,n,n,y,n,589,NA,,
12,9/8/2023,15:07:06.318,900.226001698053,ID900.226001698053,NorthCampus_CMR,creek_chub,14,110,14.5,n,n,y,n,58a,NA,,
13,11/11/2023,10:46:22.618,900.226001698057,ID900.226001698057,NorthCampus_CMR,creek_chub,6,105,11.6,n,n,y,n,590,NA,,
13,11/11/2023,09:44:07.163,900.226001376615,ID900.226001376615,NorthCampus_CMR,creek_chub,2,125,20.3,y,n,y,n,591,NA,,
13,11/11/2023,09:54:35.853,900.226001341389,ID900.226001341389,NorthCampus_CMR,creek_chub,2,99,9.1,n,n,y,n,592,NA,,
13,11/11/2023,11:49:09.682,900.226001376517,ID900.226001376517,NorthCampus_CMR,creek_chub,12,97,9.5,n,n,y,n,594,NA,,
13,11/11/2023,10:47:01.626,900.226001698081,ID900.226001698081,NorthCampus_CMR,creek_chub,6,98,9.3,n,n,y,n,595,NA,,
13,11/11/2023,09:47:19.797,900.226001376506,ID900.226001376506,NorthCampus_CMR,creek_chub,2,85,5.8,n,n,y,n,599,NA,,
12,9/8/2023,16:26:51.372,900.226001698095,ID900.226001698095,NorthCampus_CMR,creek_chub,27,61,2.8,n,n,y,n,59a,NA,,
12,9/8/2023,14:22:33.792,900.226001697039,ID900.226001697039,NorthCampus_CMR,bluehead_chub,10,136,29.3,y,n,y,n,5a,NA,,y
11,5/12/2023,08:52:23.908,900.226001698723,ID900.226001698723,NorthCampus_CMR,creek_chub,26,74,5.2,n,n,y,n,60,NA,scar,
13,11/11/2023,10:16:59.813,900.226001376557,ID900.226001376557,NorthCampus_CMR,creek_chub,3,66,2.8,n,n,y,n,600,NA,,
13,11/12/2023,11:14:10.552,900.226001697712,ID900.226001697712,NorthCampus_CMR,creek_chub,42,81,5.8,n,n,y,n,601,NA,,
13,11/11/2023,10:41:44.308,900.226001376661,ID900.226001376661,NorthCampus_CMR,creek_chub,6,90,7.1,n,n,y,n,602,NA,,
13,11/12/2023,10:42:17.674,900.226001697707,ID900.226001697707,NorthCampus_CMR,bluehead_chub,37,95,9.1,n,n,y,n,603,NA,,
13,11/11/2023,11:30:41.201,900.226001698066,ID900.226001698066,NorthCampus_CMR,creek_chub,10,91,8.2,n,n,y,n,604,NA,,
13,11/11/2023,09:50:13.667,900.226001376551,ID900.226001376551,NorthCampus_CMR,creek_chub,2,102,10.6,n,n,y,n,605,NA,,
13,11/11/2023,10:03:37.755,900.226001376533,ID900.226001376533,NorthCampus_CMR,bluehead_chub,2,86,7.1,n,n,y,n,606,NA,,
13,11/11/2023,10:01:43.541,900.226001376545,ID900.226001376545,NorthCampus_CMR,creek_chub,2,120,18.8,n,n,y,n,607,NA,,
13,11/12/2023,11:12:31.074,900.226001697742,ID900.226001697742,NorthCampus_CMR,creek_chub,42,92,8.4,n,n,y,n,608,NA,,
13,11/11/2023,13:28:36.091,900.226001341305,ID900.226001341305,NorthCampus_CMR,bluehead_chub,29,98,10.4,y,n,y,n,609,NA,,y
12,9/8/2023,16:07:15.470,900.226001698011,ID900.226001698011,NorthCampus_CMR,bluehead_chub,21,75,4.4,n,n,y,n,60a,NA,,
13,11/11/2023,10:54:21.862,900.226001698064,ID900.226001698064,NorthCampus_CMR,creek_chub,7,62,2.8,n,n,y,n,610,NA,,
13,11/11/2023,10:27:22.289,900.226001698750,ID900.226001698750,NorthCampus_CMR,creek_chub,5,110,14.7,y,n,y,n,612,NA,,y
13,11/11/2023,09:58:18.268,900.226001376568,ID900.226001376568,NorthCampus_CMR,creek_chub,2,112,13.3,n,n,y,n,613,NA,,
13,11/11/2023,10:29:27.428,900.226001376553,ID900.226001376553,NorthCampus_CMR,green_sunfish,5,74,6.6,n,n,y,n,614,NA,,y
13,11/11/2023,12:16:41.576,900.226001697602,ID900.226001697602,NorthCampus_CMR,creek_chub,16,61,2.3,n,n,y,n,616,NA,,
13,11/12/2023,10:28:58.412,900.226001376537,ID900.226001376537,NorthCampus_CMR,creek_chub,36,100,10.2,y,n,y,n,617,NA,,y
13,11/11/2023,09:57:02.663,900.226001376528,ID900.226001376528,NorthCampus_CMR,striped_jumprock,2,170,48.3,n,n,y,n,618,NA,,
13,11/12/2023,10:16:56.306,900.226001697700,ID900.226001697700,NorthCampus_CMR,striped_jumprock,35,150,30.7,n,n,y,n,619,NA,,
12,9/8/2023,15:56:32.339,900.226001698026,ID900.226001698026,NorthCampus_CMR,creek_chub,20,95,10.3,n,n,y,n,61a,NA,,
13,11/11/2023,10:00:37.622,900.226001376561,ID900.226001376561,NorthCampus_CMR,creek_chub,2,110,13.2,n,n,y,n,620,NA,,
13,11/12/2023,10:16:00.955,900.226001697784,ID900.226001697784,NorthCampus_CMR,bluegill,35,141,47.2,n,n,y,n,623,NA,,y
13,11/11/2023,09:53:35.010,900.226001376523,ID900.226001376523,NorthCampus_CMR,creek_chub,2,139,26.9,n,n,y,n,624,NA,,
13,11/11/2023,09:48:42.359,900.226001376574,ID900.226001376574,NorthCampus_CMR,redbreast_sunfish,2,122,28.9,n,n,y,n,625,NA,,y
13,11/11/2023,10:19:13.671,900.226001341342,ID900.226001341342,NorthCampus_CMR,creek_chub,4,125,20.4,y,n,y,n,626,NA,,y
13,11/11/2023,09:52:22.890,900.226001376547,ID900.226001376547,NorthCampus_CMR,creek_chub,2,100,9.5,n,n,y,n,628,NA,,
13,11/11/2023,10:31:16.676,900.226001698086,ID900.226001698086,NorthCampus_CMR,bluehead_chub,5,81,2.7,n,n,y,n,629,n,AL 1/20/24- cannot correct from photo,
12,9/8/2023,15:22:17.265,900.226001698048,ID900.226001698048,NorthCampus_CMR,bluehead_chub,17,75,4.9,n,n,y,n,62a,NA,,y
13,11/12/2023,11:07:01.989,900.226001697655,ID900.226001697655,NorthCampus_CMR,bluehead_chub,41,108,13.9,n,n,y,n,630,NA,,
13,11/11/2023,10:22:25.131,900.226001376588,ID900.226001376588,NorthCampus_CMR,creek_chub,4,107,12.0,n,n,y,n,631,NA,,
13,11/11/2023,13:32:47.926,900.226001697744,ID900.226001697744,NorthCampus_CMR,creek_chub,29,78,5.4,n,n,y,n,632,NA,,
13,11/11/2023,09:45:01.989,900.226001376508,ID900.226001376508,NorthCampus_CMR,striped_jumprock,2,123,18.1,n,n,y,n,634,NA,,
13,11/11/2023,12:58:21.957,900.226001697682,ID900.226001697682,NorthCampus_CMR,creek_chub,20,110,14.7,n,n,y,n,635,NA,scar,
13,11/11/2023,10:50:35.947,900.226001698051,ID900.226001698051,NorthCampus_CMR,bluegill,6,92,10.9,n,n,y,n,636,NA,,y
13,11/11/2023,10:23:08.672,900.226001376552,ID900.226001376552,NorthCampus_CMR,striped_jumprock,4,123,18.2,n,n,y,n,637,NA,,
13,11/11/2023,10:24:20.121,900.226001376539,ID900.226001376539,NorthCampus_CMR,creek_chub,4,150,31.5,n,n,y,n,638,NA,,
13,11/11/2023,11:24:18.033,900.226001698070,ID900.226001698070,NorthCampus_CMR,striped_jumprock,10,172,45.1,n,n,y,n,639,NA,,y
12,9/8/2023,16:20:59.251,900.226001698052,ID900.226001698052,NorthCampus_CMR,creek_chub,25,82,6,n,n,y,n,63a,NA,,
13,11/12/2023,10:54:37.621,900.226001376589,ID900.226001376589,NorthCampus_CMR,bluehead_chub,39,63,2.2,y,n,y,n,640,NA,,y
13,11/12/2023,11:03:17.929,900.226001697751,ID900.226001697751,NorthCampus_CMR,creek_chub,41,99,10.0,n,n,y,n,641,NA,,
13,11/12/2023,10:44:25.453,900.226001697687,ID900.226001697687,NorthCampus_CMR,bluehead_chub,37,70,4.0,n,n,y,n,642,NA,,
13,11/11/2023,11:00:45.925,900.226001698010,ID900.226001698010,NorthCampus_CMR,creek_chub,9,64,2.7,n,n,y,n,644,NA,,
13,11/12/2023,09:53:22.953,900.226001697780,ID900.226001697780,NorthCampus_CMR,creek_chub,32,93,8.9,n,n,y,n,645,NA,,
13,11/11/2023,10:40:34.699,900.226001376651,ID900.226001376651,NorthCampus_CMR,creek_chub,6,135,27.1,n,n,y,n,646,NA,,
13,11/12/2023,11:05:54.735,900.226001697750,ID900.226001697750,NorthCampus_CMR,creek_chub,41,97,9.6,n,n,y,n,649,NA,,
12,9/9/2023,08:53:17.374,900.226001376519,ID900.226001376519,NorthCampus_CMR,creek_chub,30,85,6.5,n,n,y,n,64a,NA,,
12,9/8/2023,15:55:49.069,900.226001698080,ID900.226001698080,NorthCampus_CMR,redbreast_sunfish,20,121,29.8,n,n,y,n,65a,NA,,y
12,9/8/2023,15:08:51.471,900.226001698069,ID900.226001698069,NorthCampus_CMR,green_sunfish,14,75,6.4,n,n,y,n,66a,NA,,y
11,5/12/2023,10:15:26.030,900.226001697114,ID900.226001697114,NorthCampus_CMR,bluegill,35,101,16.9,y,n,y,n,67,NA,,y
12,9/8/2023,16:00:32.640,900.226001698033,ID900.226001698033,NorthCampus_CMR,bluehead_chub,20,83,6,n,n,y,n,67a,NA,,
12,9/8/2023,16:15:52.630,900.226001376610,ID900.226001376610,NorthCampus_CMR,bluehead_chub,24,73,4.1,n,n,y,n,68a,NA,,
12,9/8/2023,15:47:36.722,900.226001698072,ID900.226001698072,NorthCampus_CMR,creek_chub,20,90,8.7,n,n,y,n,69a,NA,,
12,9/8/2023,14:24:18.272,900.226001376608,ID900.226001376608,NorthCampus_CMR,creek_chub,10,140,30.6,n,n,y,n,6a,NA,,
11,5/12/2023,11:16:31.447,900.226001697140,ID900.226001697140,NorthCampus_CMR,green_sunfish,42,74,7.9,y,n,y,n,7,NA,,y
11,5/12/2023,09:51:10.828,900.226001698772,ID900.226001698772,NorthCampus_CMR,creek_chub,32,112,18.9,n,n,y,n,70,NA,,
12,9/8/2023,15:41:13.514,900.226001698739,ID900.226001698739,NorthCampus_CMR,striped_jumprock,20,117,15.8,y,n,y,n,70a,NA,,y
12,9/8/2023,15:52:56.669,900.226001698062,ID900.226001698062,NorthCampus_CMR,creek_chub,20,105,12,n,n,y,n,71a,NA,,
11,5/12/2023,11:21:08.210,900.226001697639,ID900.226001697639,NorthCampus_CMR,bluegill,42,73,5.9,n,n,y,n,72,NA,,y
12,9/8/2023,15:23:29.216,900.226001698096,ID900.226001698096,NorthCampus_CMR,bluehead_chub,17,70,3.4,n,n,y,n,72a,NA,,
11,5/11/2023,12:28:08.500,900.226001698713,ID900.226001698713,NorthCampus_CMR,creek_chub,22,100,13.6,n,n,y,n,73,NA,scar,
12,9/8/2023,16:20:09.163,900.226001698005,ID900.226001698005,NorthCampus_CMR,creek_chub,25,78,4.8,n,n,y,n,73a,NA,,
12,9/8/2023,15:09:52.787,900.226001698006,ID900.226001698006,NorthCampus_CMR,bluehead_chub,14,68,3,n,n,y,n,74a,NA,,
12,9/8/2023,16:11:19.258,900.226001376630,ID900.226001376630,NorthCampus_CMR,creek_chub,24,85,6.5,n,n,y,n,75a,NA,,
11,5/12/2023,08:46:25.352,900.226001697054,ID900.226001697054,NorthCampus_CMR,creek_chub,26,99,11.6,y,n,y,n,76,NA,,y
